YearMonth,Date,Close,Volume,Volatility_30d,Company,Apple: (Worldwide),Google: (Worldwide),Amazon: (Worldwide),Microsoft: (Worldwide),Netflix: (Worldwide)
2004-12-01,2004-12-31,4.527280590750954,5835483147,0.0202101079584475,Google,3,10,6,8,0.5
2004-12-01,2004-12-31,27.06954539905895,1803777700,0.005994109330965622,Microsoft,3,10,6,8,0.5
2004-12-01,2004-12-31,1.7270130840214817,372483300,0.040361684047307334,Netflix,3,10,6,8,0.5
2005-01-01,2005-01-31,1.2362232446670531,25708244800,0.02527115547863913,Apple,3,9,4,9,0.5
2005-01-01,2005-01-31,2.118000018596649,3898704000,0.027417126008316573,Amazon,3,9,4,9,0.5
2005-01-01,2005-01-31,4.803146886825561,8237356337,0.025740008495439066,Google,3,9,4,9,0.5
2005-01-01,2005-01-31,26.328000164031984,1521414300,0.006264869662848394,Microsoft,3,9,4,9,0.5
2005-01-01,2005-01-31,1.6022857010364533,275782500,0.026057526287970718,Netflix,3,9,4,9,0.5
2005-02-01,2005-02-28,1.495216219048751,21448946400,0.01936808305116961,Apple,3,10,4,9,0.5
2005-02-01,2005-02-28,1.8100526458338688,4373102000,0.03330732640774221,Amazon,3,10,4,9,0.5
2005-02-01,2005-02-28,4.857136400122392,13073210618,0.029178055474054942,Google,3,10,4,9,0.5
2005-02-01,2005-02-28,25.837894640470807,1361126000,0.006066966910808742,Microsoft,3,10,4,9,0.5
2005-02-01,2005-02-28,1.583684111896314,158103400,0.025814717500770735,Netflix,3,10,4,9,0.5
2005-03-01,2005-03-31,1.499918813055212,14675920000,0.021922292338431563,Apple,3,10,4,9,0.5
2005-03-01,2005-03-31,1.724250002340837,2391332000,0.011282946076672976,Amazon,3,10,4,9,0.5
2005-03-01,2005-03-31,4.512042262337425,6903740285,0.014226838422593398,Google,3,10,4,9,0.5
2005-03-01,2005-03-31,24.735454646023836,1541411300,0.00652335397574118,Microsoft,3,10,4,9,0.5
2005-03-01,2005-03-31,1.407142866741527,168671300,0.030428274227555816,Netflix,3,10,4,9,0.5
2005-04-01,2005-04-29,1.3832482383364724,19375518400,0.031966461237270795,Apple,3,12,4,9,0.5
2005-04-01,2005-04-29,1.6851666768391926,3249826000,0.015429919655644787,Amazon,3,12,4,9,0.5
2005-04-01,2005-04-29,4.961771124885196,9101631755,0.018329069236381244,Google,3,12,4,9,0.5
2005-04-01,2005-04-29,24.786190396263486,1520253700,0.013527599816860057,Microsoft,3,12,4,9,0.5
2005-04-01,2005-04-29,1.6422447987965174,179357500,0.03283146548728669,Netflix,3,12,4,9,0.5
2005-05-01,2005-05-31,1.3329250926063174,12858294400,0.027009546751596763,Apple,3,12,4,8,0.5
2005-05-01,2005-05-31,1.732880955650693,2338956000,0.0138789008313347,Amazon,3,12,4,8,0.5
2005-05-01,2005-05-31,5.9703716323489235,10188799510,0.018682832783278557,Google,3,12,4,8,0.5
2005-05-01,2005-05-31,25.469523566109793,1270563700,0.012278617834960972,Microsoft,3,12,4,8,0.5
2005-05-01,2005-05-31,1.9514966238112676,409696700,0.038878157661368484,Netflix,3,12,4,8,0.5
2005-06-01,2005-06-30,1.3425324938514016,11327195600,0.02459862476404432,Apple,3,13,4,8,0.5
2005-06-01,2005-06-30,1.7546136433427983,2124672000,0.01085650867260727,Amazon,3,13,4,8,0.5
2005-06-01,2005-06-30,7.161792126568881,15618390955,0.02240460402984007,Google,3,13,4,8,0.5
2005-06-01,2005-06-30,25.272272890264336,1303029500,0.006021385913085561,Microsoft,3,13,4,8,0.5
2005-06-01,2005-06-30,2.30103891546076,176552600,0.02894535605714904,Netflix,3,13,4,8,0.5
2005-07-01,2005-07-29,1.4611070930957795,10094246400,0.019999357172600568,Apple,3,20,5,8,0.5
2005-07-01,2005-07-29,1.880249983072281,3652022000,0.030358446952861533,Amazon,3,20,5,8,0.5
2005-07-01,2005-07-29,7.427447772026062,8228691980,0.01660565051967444,Google,3,20,5,8,0.5
2005-07-01,2005-07-29,25.53900012969971,1321407700,0.0102041384430288,Microsoft,3,20,5,8,0.5
2005-07-01,2005-07-29,2.445857083797455,220176600,0.028322581169173213,Netflix,3,20,5,8,0.5
2005-08-01,2005-08-31,1.609472041544707,9400806800,0.01641892499053743,Apple,3,23,5,9,0.5
2005-08-01,2005-08-31,2.211173917936242,2295022000,0.030789508266888053,Amazon,3,23,5,9,0.5
2005-08-01,2005-08-31,7.146300709765891,5740311751,0.014801628516001968,Google,3,23,5,9,0.5
2005-08-01,2005-08-31,27.02043466982634,1441979300,0.012262587140409958,Microsoft,3,23,5,9,0.5
2005-08-01,2005-08-31,3.031739089799964,236261200,0.031719085007939775,Netflix,3,23,5,9,0.5
2005-09-01,2005-09-30,1.8219557092303322,12347770400,0.01957176931673484,Apple,3,25,4,8,0.5
2005-09-01,2005-09-30,2.15178572563898,2094008000,0.01753824792592573,Amazon,3,25,4,8,0.5
2005-09-01,2005-09-30,7.577585424695696,6831639042,0.014191419109442459,Google,3,25,4,8,0.5
2005-09-01,2005-09-30,26.137619200206938,1348861500,0.006263950578251331,Microsoft,3,25,4,8,0.5
2005-09-01,2005-09-30,3.3882994765327092,190140300,0.027130697803796795,Netflix,3,25,4,8,0.5
2005-10-01,2005-10-31,1.9263606241771154,18643447200,0.02939000481501687,Apple,3,22,5,9,0.5
2005-10-01,2005-10-31,2.1821190459387645,2939602000,0.0329001812719125,Amazon,3,22,5,9,0.5
2005-10-01,2005-10-31,8.031657105400448,7747430832,0.025864743667556964,Google,3,22,5,9,0.5
2005-10-01,2005-10-31,24.856190636044456,1439659900,0.010501530406459273,Microsoft,3,22,5,9,0.5
2005-10-01,2005-10-31,3.865646169299171,257765200,0.038765973935881215,Netflix,3,22,5,9,0.5
2005-11-01,2005-11-30,2.269864002863566,13456427600,0.02170259529208369,Apple,3,22,5,8,0.5
2005-11-01,2005-11-30,2.2354047752562023,4329106000,0.03292401241495404,Amazon,3,22,5,8,0.5
2005-11-01,2005-11-30,9.941119148617698,8498379059,0.02705830234071756,Google,3,22,5,8,0.5
2005-11-01,2005-11-30,27.353333246140252,1444948300,0.008872369512054326,Microsoft,3,22,5,8,0.5
2005-11-01,2005-11-30,4.025782312665667,198991100,0.03699104852896333,Netflix,3,22,5,8,0.5
2005-12-01,2005-12-30,2.607397965022496,13064164400,0.01845362008209566,Apple,3,22,6,8,0.5
2005-12-01,2005-12-30,2.4390952360062372,2423356000,0.011766852665242026,Amazon,3,22,6,8,0.5
2005-12-01,2005-12-30,10.434685752505349,7981071306,0.01594946121927229,Google,3,22,6,8,0.5
2005-12-01,2005-12-30,27.09523800441197,1271695500,0.004813074785587093,Microsoft,3,22,6,8,0.5
2005-12-01,2005-12-30,3.8002040840330578,208978700,0.030817577882992678,Netflix,3,22,6,8,0.5
2006-01-01,2006-01-31,2.778928530216217,21878371200,0.02450947347970979,Apple,3,24,5,8,0.5
2006-01-01,2006-01-31,2.2612250089645385,2468206000,0.011802570224328946,Amazon,3,24,5,8,0.5
2006-01-01,2006-01-31,11.101190090179443,12006439028,0.02833845037182784,Google,3,24,5,8,0.5
2006-01-01,2006-01-31,26.995500087738037,1388622700,0.011793697903931363,Microsoft,3,24,5,8,0.5
2006-01-01,2006-01-31,3.6832144379615785,311671500,0.041437022981779294,Netflix,3,24,5,8,0.5
2006-02-01,2006-02-28,2.4828194568031714,18760697200,0.029152016760844734,Apple,3,24,5,8,0.5
2006-02-01,2006-02-28,1.9411052653664036,3310894000,0.02399267040667391,Amazon,3,24,5,8,0.5
2006-02-01,2006-02-28,9.215471368086966,11945607870,0.037260300215432134,Google,3,24,5,8,0.5
2006-02-01,2006-02-28,26.922631615086605,1047699000,0.012176957890160553,Microsoft,3,24,5,8,0.5
2006-02-01,2006-02-28,3.674511332260935,168249200,0.03859610268914625,Netflix,3,24,5,8,0.5
2006-03-01,2006-03-31,2.286971962970236,23192632400,0.022321132188946435,Apple,3,25,4,8,0.5
2006-03-01,2006-03-31,1.818826084551604,2443562000,0.011412854697434032,Amazon,3,25,4,8,0.5
2006-03-01,2006-03-31,8.93820385310961,12316553076,0.027979329578974213,Google,3,25,4,8,0.5
2006-03-01,2006-03-31,27.169999910437543,1437940900,0.007894403635328475,Microsoft,3,25,4,8,0.5
2006-03-01,2006-03-31,3.836770202802575,138239500,0.020043088038255316,Netflix,3,25,4,8,0.5
2006-04-01,2006-04-28,2.3929887947283293,20119282400,0.028468815533531436,Apple,3,25,4,7,0.5
2006-04-01,2006-04-28,1.816210520894904,2135172000,0.01659191788581558,Amazon,3,25,4,7,0.5
2006-04-01,2006-04-28,10.305818658126029,7440364169,0.02237160534133729,Google,3,25,4,7,0.5
2006-04-01,2006-04-28,27.07526317395662,1446126900,0.023416967889934845,Microsoft,3,25,4,7,0.5
2006-04-01,2006-04-28,4.228496250353362,217534100,0.023294711333011805,Netflix,3,25,4,7,0.5
2006-05-01,2006-05-31,2.3850812045010654,15608779200,0.01953364403067192,Apple,3,24,4,7,0.5
2006-05-01,2006-05-31,1.7064090912992305,2937920000,0.02072023906923049,Amazon,3,24,4,7,0.5
2006-05-01,2006-05-31,9.55905667218295,7063970623,0.0203097112115105,Google,3,24,4,7,0.5
2006-05-01,2006-05-31,23.31499992717396,2309193400,0.025367636710706194,Microsoft,3,24,4,7,0.5
2006-05-01,2006-05-31,4.144155805761164,153080200,0.021563622352769676,Netflix,3,24,4,7,0.5
2006-06-01,2006-06-30,2.09676934372295,17936623600,0.024630393455281323,Apple,3,25,4,7,0.5
2006-06-01,2006-06-30,1.7634090997956016,2302348000,0.02120162764793065,Amazon,3,25,4,7,0.5
2006-06-01,2006-06-30,9.803096597844904,5716571099,0.01577515476007126,Google,3,25,4,7,0.5
2006-06-01,2006-06-30,22.487727078524504,1971637200,0.013716412548163009,Microsoft,3,25,4,7,0.5
2006-06-01,2006-06-30,3.9129221005873247,176180900,0.021959326849878693,Netflix,3,25,4,7,0.5
2006-07-01,2006-07-31,2.066803550720215,17479742000,0.03083281167011679,Apple,3,26,5,7,0.5
2006-07-01,2006-07-31,1.66287499666214,4573268000,0.04943684948469429,Amazon,3,26,5,7,0.5
2006-07-01,2006-07-31,10.050690078735352,5119995337,0.013964009020816806,Google,3,26,5,7,0.5
2006-07-01,2006-07-31,23.386500072479247,1332298100,0.016287355218106515,Microsoft,3,26,5,7,0.5
2006-07-01,2006-07-31,3.3802855610847473,307771100,0.04857951079122611,Netflix,3,26,5,7,0.5
2006-08-01,2006-08-31,2.386211177577143,17887646000,0.01887729531441501,Apple,3,27,5,7,0.5
2006-08-01,2006-08-31,1.3898478124452673,3183736000,0.05060346813631589,Amazon,3,27,5,7,0.5
2006-08-01,2006-08-31,9.392013798589291,4294918292,0.013326136340666128,Google,3,27,5,7,0.5
2006-08-01,2006-08-31,25.013478486434273,1134188400,0.013272824744678013,Microsoft,3,27,5,7,0.5
2006-08-01,2006-08-31,2.8342856946198838,207146800,0.0482140935413705,Netflix,3,27,5,7,0.5
2006-09-01,2006-09-29,2.6377500891685486,17721558400,0.017619669872749058,Apple,3,27,5,7,0.5
2006-09-01,2006-09-29,1.5770000040531158,2920374000,0.024432720992108223,Amazon,3,27,5,7,0.5
2006-09-01,2006-09-29,9.88948187828064,4880280180,0.013794449372312164,Google,3,27,5,7,0.5
2006-09-01,2006-09-29,26.491000270843507,1097482600,0.01125346816431902,Microsoft,3,27,5,7,0.5
2006-09-01,2006-09-29,3.1393571496009827,158326700,0.020649123333001975,Netflix,3,27,5,7,0.5
2006-10-01,2006-10-31,2.754496693611145,14387956800,0.01858216813158965,Apple,3,29,5,7,0.5
2006-10-01,2006-10-31,1.6965454491701992,4189700000,0.02942376810727591,Amazon,3,29,5,7,0.5
2006-10-01,2006-10-31,10.97223711013794,6364325977,0.020081599101245403,Google,3,29,5,7,0.5
2006-10-01,2006-10-31,28.140909455039285,1290967400,0.007892151566543751,Microsoft,3,29,5,7,0.5
2006-10-01,2006-10-31,3.4833767305720937,268089500,0.033590964829966485,Netflix,3,29,5,7,0.5
2006-11-01,2006-11-30,3.0480271180470786,13834884000,0.016624263413137132,Apple,3,28,6,8,0.5
2006-11-01,2006-11-30,2.0228571721485684,2936048000,0.024902242650448398,Amazon,3,28,6,8,0.5
2006-11-01,2006-11-30,12.095472880772181,4755369734,0.021110828644317733,Google,3,28,6,8,0.5
2006-11-01,2006-11-30,29.306666601271857,1239142000,0.005895698346739761,Microsoft,3,28,6,8,0.5
2006-11-01,2006-11-30,4.102925198418753,144181100,0.03430572069988498,Netflix,3,28,6,8,0.5
2006-12-01,2006-12-29,3.0882678627967834,16890792800,0.01896393268451609,Apple,3,29,7,7,1.0
2006-12-01,2006-12-29,1.965574997663498,2420814000,0.01308496834628088,Amazon,3,29,7,7,1.0
2006-12-01,2006-12-29,11.79322099685669,3680311197,0.01415186591713981,Google,3,29,7,7,1.0
2006-12-01,2006-12-29,29.651999950408936,1137160900,0.00826631059256816,Microsoft,3,29,7,7,1.0
2006-12-01,2006-12-29,3.9369999527931214,112856800,0.015320813192922632,Netflix,3,29,7,7,1.0
2007-01-01,2007-01-31,3.174339306354523,27209781200,0.026190117538851563,Apple,4,30,5,8,1.0
2007-01-01,2007-01-31,1.8781499862670898,2608706000,0.01483456671628549,Amazon,4,30,5,8,1.0
2007-01-01,2007-01-31,12.218726444244385,5002163322,0.016855099884105103,Google,4,30,5,8,1.0
2007-01-01,2007-01-31,30.53050003051758,1324518200,0.010242859044994923,Microsoft,4,30,5,8,1.0
2007-01-01,2007-01-31,3.3363571524620057,390207300,0.024383328608943856,Netflix,4,30,5,8,1.0
2007-02-01,2007-02-28,3.0617105960845947,13722354800,0.020188665287701548,Apple,3,30,5,8,1.0
2007-02-01,2007-02-28,1.9747631487093473,3159508000,0.0185105866418634,Amazon,3,30,5,8,1.0
2007-02-01,2007-02-28,11.636816677294279,4573643120,0.017121758983162705,Google,3,30,5,8,1.0
2007-02-01,2007-02-28,29.190000032123766,1290850900,0.012726037199768812,Microsoft,3,30,5,8,1.0
2007-02-01,2007-02-28,3.2796241233223364,266588000,0.020926737238077368,Netflix,3,30,5,8,1.0
2007-03-01,2007-03-30,3.2358279553326694,15918644000,0.018058978924371413,Apple,3,30,5,7,0.5
2007-03-01,2007-03-30,1.9327954649925232,2843062000,0.0181154908662356,Amazon,3,30,5,7,0.5
2007-03-01,2007-03-30,11.280513286590576,4742365168,0.014292125176387708,Google,3,30,5,7,0.5
2007-03-01,2007-03-30,27.695454597473145,1269506500,0.014861061584635444,Microsoft,3,30,5,7,0.5
2007-03-01,2007-03-30,3.1597402095794678,198450700,0.022775094023836345,Netflix,3,30,5,7,0.5
2007-04-01,2007-04-30,3.346607196331024,13459740000,0.014464213813089934,Apple,3,31,4,6,0.5
2007-04-01,2007-04-30,2.331475019454956,6925740000,0.047851473365432974,Amazon,3,31,4,6,0.5
2007-04-01,2007-04-30,11.768339395523071,3732277253,0.010718539539821723,Google,3,31,4,6,0.5
2007-04-01,2007-04-30,28.725000286102294,958964900,0.011345717123039382,Microsoft,3,31,4,6,0.5
2007-04-01,2007-04-30,3.315714406967163,232420300,0.025705455230352402,Netflix,3,31,4,6,0.5
2007-05-01,2007-05-31,3.8859090371565386,17365068000,0.014058600613558781,Apple,3,32,5,7,0.5
2007-05-01,2007-05-31,3.227954539385709,6604848000,0.05067395783644844,Amazon,3,32,5,7,0.5
2007-05-01,2007-05-31,11.78111423145641,3998198267,0.01182619919369427,Google,3,32,5,7,0.5
2007-05-01,2007-05-31,30.75272716175426,1327154700,0.010252256532977,Microsoft,3,32,5,7,0.5
2007-05-01,2007-05-31,3.1681818528608843,162470700,0.01351320747068186,Netflix,3,32,5,7,0.5
2007-06-01,2007-06-29,4.346258345104399,23279541600,0.018572653789235564,Apple,3,32,5,6,0.5
2007-06-01,2007-06-29,3.5179523740495955,4775774000,0.021189900759977398,Amazon,3,32,5,6,0.5
2007-06-01,2007-06-29,12.827443576994396,5181284205,0.00991456363191426,Google,3,32,5,6,0.5
2007-06-01,2007-06-29,30.09476189386277,1181412800,0.010509666131082247,Microsoft,3,32,5,6,0.5
2007-06-01,2007-06-29,2.945918219430106,349528900,0.033090188074615744,Netflix,3,32,5,6,0.5
2007-07-01,2007-07-31,4.860748336428688,24018573600,0.02754207767012938,Apple,3,31,5,6,1.0
2007-07-01,2007-07-31,3.7142143022446406,5296556000,0.045443480898062716,Amazon,3,31,5,6,1.0
2007-07-01,2007-07-31,13.262289592197963,4682718433,0.013004496900234967,Google,3,31,5,6,1.0
2007-07-01,2007-07-31,30.150476092383975,1295548000,0.012549740160679104,Microsoft,3,31,5,6,1.0
2007-07-01,2007-07-31,2.719931965782529,311795400,0.03635633707763528,Netflix,3,31,5,6,1.0
2007-08-01,2007-08-31,4.637267050535782,24360798000,0.03470415917958288,Apple,3,35,5,6,1.0
2007-08-01,2007-08-31,3.841065209844838,3510280000,0.04730478056111743,Amazon,3,35,5,6,1.0
2007-08-01,2007-08-31,12.698165064272674,3561326880,0.011778487194932552,Google,3,35,5,6,1.0
2007-08-01,2007-08-31,28.686521530151367,1228579500,0.01363549498466887,Microsoft,3,35,5,6,1.0
2007-08-01,2007-08-31,2.4749689516813858,178716300,0.03680825674051023,Netflix,3,35,5,6,1.0
2007-09-01,2007-09-28,5.074285582492226,20931223600,0.02596337802091908,Apple,4,33,5,6,0.5
2007-09-01,2007-09-28,4.423078938534386,2445464000,0.01787822040831457,Amazon,4,33,5,6,0.5
2007-09-01,2007-09-28,13.460218780919126,2786959199,0.009705107917981463,Google,4,33,5,6,0.5
2007-09-01,2007-09-28,28.9299999036287,1117419500,0.011085778169373686,Microsoft,4,33,5,6,0.5
2007-09-01,2007-09-28,2.705864793375919,162752800,0.027441231587535142,Netflix,4,33,5,6,0.5
2007-10-01,2007-10-31,6.136086961497432,23277791600,0.019717579814667607,Apple,4,33,5,7,0.5
2007-10-01,2007-10-31,4.583086967468262,4639770000,0.03440718895054586,Amazon,4,33,5,7,0.5
2007-10-01,2007-10-31,15.825454089952553,6241346740,0.0140220351548469,Google,4,33,5,7,0.5
2007-10-01,2007-10-31,31.222608732140582,1772076700,0.020553931188514642,Microsoft,4,33,5,7,0.5
2007-10-01,2007-10-31,3.38254655962405,230914600,0.033727284776751375,Netflix,4,33,5,7,0.5
2007-11-01,2007-11-30,6.237789222172329,26199790400,0.03434880093523372,Apple,4,31,7,6,0.5
2007-11-01,2007-11-30,4.152999980109079,3603930000,0.03880107908280739,Amazon,4,31,7,6,0.5
2007-11-01,2007-11-30,16.845987819489977,6884717244,0.02471143498631561,Google,4,31,7,6,0.5
2007-11-01,2007-11-30,34.50809551420666,1830846800,0.0248291996050283,Microsoft,4,31,7,6,0.5
2007-11-01,2007-11-30,3.4721769037700834,180742800,0.035093410275076425,Netflix,4,31,7,6,0.5
2007-12-01,2007-12-31,6.803749966621399,17252678800,0.01786138087931384,Apple,4,32,8,6,1.0
2007-12-01,2007-12-31,4.579899954795837,2541244000,0.022298553236029518,Amazon,4,32,8,6,1.0
2007-12-01,2007-12-31,17.320029926300048,3425355126,0.01615665408878694,Google,4,32,8,6,1.0
2007-12-01,2007-12-31,34.95800018310547,1064817100,0.016058901582100427,Microsoft,4,32,8,6,1.0
2007-12-01,2007-12-31,3.5752857327461243,171805900,0.028522100375768245,Netflix,4,32,8,6,1.0
2008-01-01,2008-01-31,5.727789084116618,35173888400,0.03492838205389571,Apple,4,31,6,6,1.0
2008-01-01,2008-01-31,4.095833312897455,5766708000,0.02773458052605846,Amazon,4,31,6,6,1.0
2008-01-01,2008-01-31,15.238145510355631,6335233336,0.02329011495792585,Google,4,31,6,6,1.0
2008-01-01,2008-01-31,33.50714274815151,1950301600,0.01720384661086456,Microsoft,4,31,6,6,1.0
2008-01-01,2008-01-31,3.338571412222726,365727600,0.04394786998897155,Netflix,4,31,6,6,1.0
2008-02-01,2008-02-29,4.469750094413757,24865954400,0.032986056371716824,Apple,4,33,5,7,1.0
2008-02-01,2008-02-29,3.6138749957084655,4224356000,0.03191256878105688,Amazon,4,33,5,7,1.0
2008-02-01,2008-02-29,12.54785509109497,7113985391,0.02928465922338648,Google,4,33,5,7,1.0
2008-02-01,2008-02-29,28.45600004196167,2324580800,0.019720457458986776,Microsoft,4,33,5,7,1.0
2008-02-01,2008-02-29,3.9515714764595034,265449100,0.03606567180181569,Netflix,4,33,5,7,1.0
2008-03-01,2008-03-31,4.672249913215637,22927273600,0.027427579079521914,Apple,4,33,5,6,1.0
2008-03-01,2008-03-31,3.429075002670288,3853712000,0.0335307999272983,Amazon,4,33,5,6,1.0
2008-03-01,2008-03-31,10.967241954803466,5846452106,0.028660021295317972,Google,4,33,5,6,1.0
2008-03-01,2008-03-31,28.370499897003175,1452390200,0.018345020059007115,Microsoft,4,33,5,6,1.0
2008-03-01,2008-03-31,4.8792143106460575,254607500,0.034264347553888914,Netflix,4,33,5,6,1.0
2008-04-01,2008-04-30,5.649545474485918,22786982400,0.02574471757184157,Apple,3,32,5,6,1.0
2008-04-01,2008-04-30,3.854090918194164,3956988000,0.031201695211268057,Amazon,3,32,5,6,1.0
2008-04-01,2008-04-30,12.39299115267667,5743234666,0.03981425915399288,Google,3,32,5,6,1.0
2008-04-01,2008-04-30,29.33590906316584,1444720000,0.021468586373863445,Microsoft,3,32,5,6,1.0
2008-04-01,2008-04-30,5.08422082120722,309614200,0.05997232869930892,Netflix,3,32,5,6,1.0
2008-05-01,2008-05-30,6.598554429553804,18588214400,0.02256009890038545,Apple,3,31,5,6,0.5
2008-05-01,2008-05-30,3.8669999894641696,3051464000,0.02793482774290379,Amazon,3,31,5,6,0.5
2008-05-01,2008-05-30,14.344186692010789,4200999578,0.037593388069809594,Google,3,31,5,6,0.5
2008-05-01,2008-05-30,29.127142769949778,1405170200,0.020446894639303655,Microsoft,3,31,5,6,0.5
2008-05-01,2008-05-30,4.41843521027338,230462400,0.05550874202172355,Netflix,3,31,5,6,0.5
2008-06-01,2008-06-30,6.374489829653785,19475794800,0.022504446271959168,Apple,4,32,5,6,1.0
2008-06-01,2008-06-30,3.9911904221489314,3058114000,0.027638680159345924,Amazon,4,32,5,6,1.0
2008-06-01,2008-06-30,13.855945360092889,3765445109,0.01953909684978021,Google,4,32,5,6,1.0
2008-06-01,2008-06-30,28.036190214611235,1560439100,0.018025644784227867,Microsoft,4,32,5,6,1.0
2008-06-01,2008-06-30,4.367619003568377,154634200,0.030016219837701388,Netflix,4,32,5,6,1.0
2008-07-01,2008-07-31,5.991022716869008,19749760800,0.026494191674379053,Apple,4,32,5,6,1.0
2008-07-01,2008-07-31,3.6216136433861474,4316266000,0.035377163919823325,Amazon,4,32,5,6,1.0
2008-07-01,2008-07-31,12.70307900688865,4179045594,0.02712358783020736,Google,4,32,5,6,1.0
2008-07-01,2008-07-31,25.977727283130992,1637501300,0.023636210616909657,Microsoft,4,32,5,6,1.0
2008-07-01,2008-07-31,4.0175323919816455,281817200,0.0338996353662596,Netflix,4,32,5,6,1.0
2008-08-01,2008-08-29,6.1096259752909345,13085755200,0.022596727049316128,Apple,4,34,5,6,1.0
2008-08-01,2008-08-29,4.114761920202346,2980888000,0.03404885908821034,Amazon,4,34,5,6,1.0
2008-08-01,2008-08-29,12.102304276965913,2762893330,0.01922126849779251,Google,4,34,5,6,1.0
2008-08-01,2008-08-29,27.340952464512416,1206949700,0.018408170828345758,Microsoft,4,34,5,6,1.0
2008-08-01,2008-08-29,4.368843510037377,185192000,0.028165958421356992,Netflix,4,34,5,6,1.0
2008-09-01,2008-09-30,5.0444047791617255,24067562400,0.04877652821660899,Apple,4,39,5,6,1.0
2008-09-01,2008-09-30,3.7971428689502535,3849268000,0.048014340490217765,Amazon,4,39,5,6,1.0
2008-09-01,2008-09-30,10.762682733081636,5383242366,0.035182056231838114,Google,4,39,5,6,1.0
2008-09-01,2008-09-30,26.175714401971724,1927538700,0.029581824605787538,Microsoft,4,39,5,6,1.0
2008-09-01,2008-09-30,4.3465305510021395,193049500,0.025532906376780143,Netflix,4,39,5,6,1.0
2008-10-01,2008-10-31,3.5358540597169297,41426711200,0.06689919910160964,Apple,4,35,6,6,1.0
2008-10-01,2008-10-31,2.8205000110294507,6641494000,0.0651628816852972,Amazon,4,35,6,6,1.0
2008-10-01,2008-10-31,8.964799839517344,8001704352,0.052301836767840795,Google,4,35,6,6,1.0
2008-10-01,2008-10-31,23.50043470963188,3044579400,0.05477972280482087,Microsoft,4,35,6,6,1.0
2008-10-01,2008-10-31,3.345838432726653,247455600,0.06318529697264265,Netflix,4,35,6,6,1.0
2008-11-01,2008-11-28,3.3550188290445426,23619461600,0.04996195023518984,Apple,4,35,7,6,1.0
2008-11-01,2008-11-28,2.220657913308395,4561030000,0.05996648431678287,Amazon,4,35,7,6,1.0
2008-11-01,2008-11-28,7.58423029749017,6345013858,0.04663570388016039,Google,4,35,7,6,1.0
2008-11-01,2008-11-28,20.5552632181268,1794911800,0.04705370786522921,Microsoft,4,35,7,6,1.0
2008-11-01,2008-11-28,3.127894690162257,143607100,0.07045794674451353,Netflix,4,35,7,6,1.0
2008-12-01,2008-12-31,3.2694156386635522,20213846800,0.040462312656492964,Apple,4,35,9,6,1.0
2008-12-01,2008-12-31,2.473159085620533,4123886000,0.046768202461800315,Amazon,4,35,9,6,1.0
